https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/application-out-of-hours-ltd-llp.html,<Response [200]>,1.701817
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/application-unavailable.html,<Response [200]>,1.67408
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/complete-app-entity-type.html,<Response [200]>,1.675401
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/complete-do-you-have-your-details-ready.html,<Response [200]>,1.470053
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/continue-with-application-ltd-llp.html,<Response [200]>,1.421085
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/continue-with-application-st-pt.html,<Response [200]>,1.38071
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/do-you-have-a-relationship-manager.html,<Response [200]>,1.49836
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/application-out-of-hours-ltd-llp.html,<Response [200]>,1.536778
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/application-unavailable.html,<Response [200]>,1.38784
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/complete-app-entity-type.html,<Response [200]>,1.853554
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/complete-do-you-have-your-details-ready.html,<Response [200]>,1.56598
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/continue-with-application-ltd-llp.html,<Response [200]>,1.397263
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/continue-with-application-st-pt.html,<Response [200]>,1.463842
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/do-you-have-a-relationship-manager.html,<Response [200]>,1.472857
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/etb-for-new-or-existing-business.html,<Response [200]>,3.482504
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/etb-nb-entity-type.html,<Response [200]>,2.995127
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/etb-nb-entity-type/llp-ntb-legal-stuff.html,<Response [200]>,1.58667
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/etb-nb-entity-type/llp-ntb-what-you-need-to-apply.html,<Response [200]>,1.71064
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/etb-nb-entity-type/ltd-ntb-legal-stuff.html,<Response [200]>,1.842506
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/etb-nb-entity-type/ltd-ntb-what-you-need-to-apply.html,<Response [200]>,1.72989
https://www.business.natwest.com/business/business-banking/business-bank-accounts/business-bank-account/etb-nb-entity-type/pt-ntb-legal-stuff.html,<Response [200]>,1.808124
